face_images_1,face_images_2,pos_1,pos_2,trials_30.thisRepN,trials_30.thisTrialN,trials_30.thisN,trials_30.thisIndex,main_1.thisRepN,main_1.thisTrialN,main_1.thisN,main_1.thisIndex,main_2.thisRepN,main_2.thisTrialN,main_2.thisN,main_2.thisIndex,main_3.thisRepN,main_3.thisTrialN,main_3.thisN,main_3.thisIndex,main_4.thisRepN,main_4.thisTrialN,main_4.thisN,main_4.thisIndex,thisRow.t,notes,Instruction.started,text_Welcome.started,key_space.started,Instruction.stopped,key_space.keys,key_space.rt,key_space.duration,gap.started,text_gap.started,gap.stopped,plus.started,plus__.started,plus.stopped,trial_30.started,image_1.started,image_2.started,trial_resp.started,trial_30.stopped,trial_resp.keys,trial_resp.rt,trial_resp.duration,image_1.stopped,image_2.stopped,Instruction_1.started,text_instruct.started,space_resp.started,Instruction_1.stopped,space_resp.keys,space_resp.rt,space_resp.duration,gap_1.started,gap__1.started,gap_1.stopped,plus_1.started,plus__1.started,plus_1.stopped,Block_1.started,image_1_set_1.started,image_2_set_1.started,resp_1.started,Block_1.stopped,resp_1.keys,resp_1.rt,resp_1.duration,image_1_set_1.stopped,image_2_set_1.stopped,Instuct_2.started,text_block2.started,space_resp_2.started,Instuct_2.stopped,space_resp_2.keys,space_resp_2.rt,space_resp_2.duration,gap_2.started,gap__2.started,gap_2.stopped,plus_2.started,plus__2.started,plus_2.stopped,Block_2.started,image_1_set_2.started,image_2_set_2.started,resp_2.started,image_1_set_2.stopped,image_2_set_2.stopped,Block_2.stopped,resp_2.keys,resp_2.rt,resp_2.duration,Instruct_3.started,text_block3.started,space_resp_3.started,Instruct_3.stopped,space_resp_3.keys,space_resp_3.rt,space_resp_3.duration,gap_3.started,gap__3.started,gap_3.stopped,plus_3.started,plus__3.started,plus_3.stopped,Block_3.started,image_1_set_3.started,image_2_set_3.started,resp_3.started,image_1_set_3.stopped,image_2_set_3.stopped,Block_3.stopped,resp_3.keys,resp_3.rt,resp_3.duration,Instruct_4.started,text_block4.started,space_resp_4.started,Instruct_4.stopped,space_resp_4.keys,space_resp_4.rt,space_resp_4.duration,gap_4.started,gap__4.started,gap_4.stopped,plus_4.started,plus___4.started,plus_4.stopped,Block_4.started,image_1_set_4.started,image_2_set_4.started,resp_4.started,image_1_set_4.stopped,image_2_set_4.stopped,Block_4.stopped,resp_4.keys,resp_4.rt,resp_4.duration,end.started,text_3.started,text_3.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
images/18n.tiff,images/10n.tiff,"(0.3, 0.2)","(-0.3, 0.2)",0,29,29,28,,,,,,,,,,,,,,,,,60.492160399997374,,,,,,,,,60.48186090000672,60.492160399997374,60.985663600004045,60.98569600000337,60.998725400000694,61.18571859999793,61.185750200005714,61.20867800000997,61.20867800000997,61.20867800000997,61.48045689999708,['m'],[0.26708720000169706],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.481099800002994,61.49181049999606,61.49181049999606,99.90706389999832,space,38.40771609998774,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,0,0,0,0,,,,,,,,,,,,,99.92226600000868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9202030000015,99.92226600000868,100.41260890000558,100.41264049999882,100.42575999999826,100.61257559999649,100.6126074000058,100.63310320000164,100.63310320000164,100.63310320000164,101.08068290000665,['z'],[0.4343213999964064],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,0,1,1,2,,,,,,,,,,,,,101.09217530000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.082479100005,101.09217530000024,101.58579820000159,101.58583160000853,101.59860240000125,101.78556560000288,101.7855966000061,101.80801910000446,101.80801910000446,101.80801910000446,102.2944215000025,['m'],[0.48402649999479763],[None],102.30514730000868,102.30514730000868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,0,2,2,5,,,,,,,,,,,,,102.30514730000868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.29532410000684,102.30514730000868,102.79841319999832,102.79844559999765,102.81163599999854,102.99851679999847,102.9985488000093,103.01775720001024,103.01775720001024,103.01775720001024,103.35891170000832,['z'],[0.32999879999260884],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/10n.tiff,,,,,,,0,3,3,1,,,,,,,,,,,,,103.37128279999888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.35933390000719,103.37128279999888,103.86479279999912,103.86482689999684,103.87788470000669,104.0649817000085,104.06501800000842,104.08534930000314,104.08534930000314,104.08534930000314,104.47822740000265,['z'],[0.38216629999806173],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,0,4,4,3,,,,,,,,,,,,,104.49101209999935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.47866609999619,104.49101209999935,104.98462760000257,104.9846772000019,104.99754680000478,105.18432830000529,105.184353500008,105.20118489999732,105.20118489999732,105.20118489999732,105.55943920000573,['m'],[0.35414189999573864],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,0,5,5,4,,,,,,,,,,,,,105.57074500000454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.56054420000874,105.57074500000454,106.06411390000721,106.06414790000417,106.07719199999701,106.26409710000735,106.26412770000752,106.28326460000244,106.28326460000244,106.28326460000244,106.77184760000091,['z'],[0.4808214999939082],[None],106.78357110000798,106.78357110000798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,1,0,6,4,,,,,,,,,,,,,106.78357110000798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.77265060000354,106.78357110000798,107.2770928999962,107.27712910000992,107.29027759999735,107.47684899999877,107.4768766000052,107.49540260000504,107.49540260000504,107.49540260000504,107.8648930000054,['m'],[0.36550050000369083],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/10n.tiff,,,,,,,1,1,7,1,,,,,,,,,,,,,107.87624179999693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.86565530000371,107.87624179999693,108.37000239999907,108.37003170000389,108.38303850000375,108.57010910000827,108.57014110000455,108.59052060000249,108.59052060000249,108.59052060000249,108.99844860000303,['z'],[0.40542070000083186],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,1,2,8,0,,,,,,,,,,,,,109.00958540001011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.99942120000196,109.00958540001011,109.50285030000668,109.50288149999687,109.51591460000782,109.70286459999625,109.70289610000327,109.72082590000355,109.72082590000355,109.72082590000355,110.22396220000519,['m'],[0.49117029999615625],[None],110.22243940000772,110.22243940000772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,1,3,9,2,,,,,,,,,,,,,110.23563090000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.22497000001022,110.23563090000243,110.72937380000076,110.72941070000525,110.74236940000264,110.92897809999704,110.92899850000686,110.94484830000147,110.94484830000147,110.94484830000147,111.22331889999623,['z'],[0.2667252999963239],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,1,4,10,3,,,,,,,,,,,,,111.23526020000281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.22421369999938,111.23526020000281,111.72872189999907,111.72875419999764,111.74201780000294,111.92876550000801,111.92879900000116,111.94814480000059,111.94814480000059,111.94814480000059,112.58358400000725,['m'],[0.631384699998307],[None],112.44847190000291,112.44847190000291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,1,5,11,5,,,,,,,,,,,,,112.59484620000876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.58471080000163,112.59484620000876,113.08831449999707,113.0883465000079,113.10147799999686,113.28831470001023,113.2883431000082,113.30799050000496,113.30799050000496,113.30799050000496,113.78350370000408,['z'],[0.4722343000030378],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,2,0,12,5,,,,,,,,,,,,,113.7944290000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.78434100000595,113.7944290000014,114.28807490000327,114.28810849999718,114.30108940000355,114.48786269999982,114.48789560000296,114.50581770000281,114.50581770000281,114.50581770000281,115.06183890000102,['z'],[0.5454601000092225],[None],115.0075222000014,115.0075222000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/10n.tiff,,,,,,,2,1,13,1,,,,,,,,,,,,,115.07401609999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.06260340000154,115.07401609999943,115.56754119999823,115.5675734999968,115.58067110000411,115.76752269999997,115.76755489999778,115.78590020000411,115.78590020000411,115.78590020000411,116.30096510000294,['m'],[0.5060168000054546],[None],116.28710169999977,116.28710169999977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,2,2,14,3,,,,,,,,,,,,,116.31347819999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.30140009999741,116.31347819999792,116.80705470000976,116.80708610000147,116.8203349999967,117.00703069999872,117.00706190000346,117.02538050001021,117.02538050001021,117.02538050001021,117.46281749999616,['z'],[0.4347373000055086],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,2,3,15,2,,,,,,,,,,,,,117.4732256999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.46369489999779,117.4732256999996,117.96702840000216,117.96705950000614,117.97995190000802,118.1666710999998,118.16670210000302,118.18558289999783,118.18558289999783,118.18558289999783,118.66097830000217,['m'],[0.46607460000086576],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,2,4,16,0,,,,,,,,,,,,,118.67289909999818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.6614711000002,118.67289909999818,119.16642449999927,119.16645659999631,119.1795456999971,119.36625430001004,119.36630570000852,119.38885260000825,119.38885260000825,119.38885260000825,119.94224610000674,['z'],[0.550946200004546],[None],119.88592890001019,119.88592890001019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,2,5,17,4,,,,,,,,,,,,,119.9524800000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.94316880000406,119.9524800000072,120.44587820000015,120.44591090000176,120.45905889999995,120.64560960000381,120.64561680000043,120.6619117000082,120.6619117000082,120.6619117000082,121.08762130000105,['z'],[0.4225559000042267],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,3,0,18,4,,,,,,,,,,,,,121.09877450000204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.08850540001004,121.09877450000204,121.59201220000978,121.59204260000843,121.60534660000121,121.79202480000095,121.79205709999951,121.811778400006,121.811778400006,121.811778400006,122.25933980000264,['z'],[0.4395507000008365],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/10n.tiff,,,,,,,3,1,19,1,,,,,,,,,,,,,122.27153579999867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.25986010000634,122.27153579999867,122.76532420000876,122.76535750000039,122.77843489999941,122.96515580000414,122.96518680000736,122.98361219999788,122.98361219999788,122.98361219999788,123.44700149999699,['z'],[0.46053859998937696],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,3,2,20,3,,,,,,,,,,,,,123.45798649999779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.44784940000682,123.45798649999779,123.95111609999731,123.95112579999841,123.96460140000272,124.15132030000677,124.15135210000153,124.17087370000081,124.17087370000081,124.17087370000081,124.76591870000993,['m'],[0.5849148000124842],[None],124.67088360000344,124.67088360000344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,3,3,21,0,,,,,,,,,,,,,124.77767199999653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.76637589999882,124.77767199999653,125.27088330000697,125.27091839999775,125.28413480000745,125.47084080000059,125.47087140000076,125.49259940000775,125.49259940000775,125.49259940000775,126.0720408000052,['z'],[0.5749080000096001],[None],125.99041189999843,125.99041189999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,3,4,22,5,,,,,,,,,,,,,126.08377949999704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.07313350000186,126.08377949999704,126.57720569999947,126.57723930000793,126.59025850000035,126.7773004000046,126.77733280000393,126.7983421000099,126.7983421000099,126.7983421000099,127.47177679999731,['m'],[0.6691354000067804],[None],127.2967850999994,127.2967850999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,3,5,23,2,,,,,,,,,,,,,127.48325350000232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.4727300000086,127.48325350000232,127.97671060000721,127.97674280000501,127.98975160000555,128.17666300000565,128.17669490000117,128.19658479999634,128.19658479999634,128.19658479999634,128.63081450000755,['z'],[0.4226900000066962],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,4,0,24,3,,,,,,,,,,,,,128.64295890000358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.63154139999824,128.64295890000358,129.13631430000532,129.13634559999628,129.14937569999893,129.33625880000181,129.33629140000266,129.35502930000075,129.35502930000075,129.35502930000075,129.86967110000842,['m'],[0.5045047000021441],[None],129.85602249999647,129.85602249999647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,4,1,25,2,,,,,,,,,,,,,129.88255480000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.87007230000745,129.88255480000225,130.3760481000063,130.37608090000867,130.3889809000102,130.57584360000328,130.57588590000523,130.5931966000062,130.5931966000062,130.5931966000062,131.00339050000184,['z'],[0.4025658000027761],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/10n.tiff,,,,,,,4,2,26,1,,,,,,,,,,,,,131.0154371999961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.00395350001054,131.0154371999961,131.50862160000543,131.5086420000007,131.52198649999627,131.70869349999703,131.70872209999652,131.72686490000342,131.72686490000342,131.72686490000342,133.45634309999878,['m'],[1.7253189999901224],[None],132.2286247000011,132.2286247000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,4,3,27,5,,,,,,,,,,,,,133.46802200000093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.45726170000853,133.46802200000093,133.96150900000066,133.96154230000684,133.97458590001042,134.1613795000012,134.16140779999841,134.17852260000654,134.17852260000654,134.17852260000654,134.88249070000893,['z'],[0.6972370000003139],[None],134.68111390000558,134.68111390000558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,4,4,28,4,,,,,,,,,,,,,134.89426000000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.88334840000607,134.89426000000094,135.38752699999895,135.3875587000075,135.400956700003,135.58753040000738,135.58756260000519,135.6081744999974,135.6081744999974,135.6081744999974,136.18789690000995,['m'],[0.5720728000014788],[None],136.10709180000413,136.10709180000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,4,5,29,0,,,,,,,,,,,,,136.2004300999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.18863560000318,136.2004300999979,136.69389760000922,136.6939265999972,136.7069887999969,136.89379790000385,136.89382870000554,136.91318090001005,136.91318090001005,136.91318090001005,137.2157273000048,['z'],[0.29885720000311267],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,5,0,30,2,,,,,,,,,,,,,137.22664020000957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.21658619999653,137.22664020000957,137.7201791999978,137.72020989999874,137.73340630000166,137.92022400000133,137.92025779999676,137.94003150000935,137.94003150000935,137.94003150000935,138.36191459999827,['z'],[0.4157959000003757],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,5,1,31,4,,,,,,,,,,,,,138.37315270000545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.36274730000878,138.37315270000545,138.8666446999996,138.86668170000485,138.8797889999987,139.0663407000102,139.06637529999716,139.08474770000612,139.08474770000612,139.08474770000612,139.49503069999628,['m'],[0.40663990000030026],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/5n.tiff,,,,,,,5,2,32,0,,,,,,,,,,,,,139.50593539999682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.49583169999823,139.50593539999682,139.99927820000448,139.9993061999994,140.01284880000458,140.199371900002,140.19940240000142,140.2183445999981,140.2183445999981,140.2183445999981,140.57379979999678,['z'],[0.3451414000010118],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/5n.tiff,images/10n.tiff,,,,,,,5,3,33,1,,,,,,,,,,,,,140.58564489999844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.57453939999687,140.58564489999844,141.0791828000074,141.07921599999827,141.09232239999983,141.27906280000752,141.27909280000313,141.29707519999647,141.29707519999647,141.29707519999647,141.75921020000533,['m'],[0.45097780000651255],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,5,4,34,3,,,,,,,,,,,,,141.77196290000575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.7597120999999,141.77196290000575,142.26550740000675,142.265539,142.27859719999833,142.4651509999967,142.46517950000998,142.48504590000084,142.48504590000084,142.48504590000084,142.88014130000374,['z'],[0.3902264000062132],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,5,5,35,5,,,,,,,,,,,,,142.891670099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.8809739999997,142.891670099998,143.38503750000382,143.38507190000382,143.3981294999976,143.5850613000075,143.58509590000904,143.60399990000587,143.60399990000587,143.60399990000587,143.8786858000094,['m'],[0.26407479999761563],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/10n.tiff,,,,,,,6,0,36,2,,,,,,,,,,,,,143.89124599999923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.8790999000048,143.89124599999923,144.38477140000032,144.38480810000328,144.39794750000874,144.58447640000668,144.58450900000753,144.60747309999715,144.60747309999715,144.60747309999715,145.0658953000093,['z'],[0.45280410000123084],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
images/10n.tiff,images/5n.tiff,,,,,,,6,1,37,3,,,,,,,,,,,,,145.0775558000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.06682970000838,145.0775558000023,145.5707284000091,145.5707442999992,145.58389130000432,145.7709077000036,145.77093470000545,145.78795110000647,145.78795110000647,145.78795110000647,146.35947910000687,['m'],[0.5685891000030097],[None],146.290622600005,146.290622600005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340808,001,2024-08-01_15h36.14.492,final,2024.1.5,None,2024-08-01 15h36.17.654286 +0530,
