face_images,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instructions.started,text.started,instruct_resp.started,instructions.stopped,instruct_resp.keys,instruct_resp.rt,instruct_resp.duration,trial.started,image.started,valence_text.started,valence_slider.started,valence_text.stopped,valence_slider.stopped,arousal_text.started,arousal_slider.started,arousal_text.stopped,arousal_slider.stopped,emo_intense_text.started,emotional_intensity_slider.started,emo_intense_text.stopped,emotional_intensity_slider.stopped,familiar_text.started,familiarity_slider.started,familiar_text.stopped,familiarity_slider.stopped,emo_express_text.started,emotion_express_slider.started,emo_express_text.stopped,trial.stopped,valence_slider.response,valence_slider.rt,arousal_slider.response,arousal_slider.rt,emotional_intensity_slider.response,emotional_intensity_slider.rt,familiarity_slider.response,familiarity_slider.rt,emotion_express_slider.response,emotion_express_slider.rt,end.started,text_2.started,text_2.stopped,end.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.013171800004784018,0.0156561000039801,0.0156561000039801,8.016446900001029,space,7.984560600016266,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/18n.tiff,0,0,0,11,8.198913200001698,,,,,,,,,8.024804599990603,8.198913200001698,8.198913200001698,8.198913200001698,19.779622000001837,19.779622000001837,19.779622000001837,19.779622000001837,40.74615099999937,40.74615099999937,40.74615099999937,40.74615099999937,47.530455100000836,47.530455100000836,47.530455100000836,47.530455100000836,49.71655109999119,49.71655109999119,49.71655109999119,49.71655109999119,52.98282449998078,52.84141659998568,4.0,11.716881200001808,2.0,32.64282480001566,4.0,39.40089350001654,3.0,41.56104329999653,3.0,44.66589319999912,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/18h.tiff,0,1,1,10,52.98282449998078,,,,,,,,,52.841828499978874,52.98282449998078,52.98282449998078,52.98282449998078,57.19381840000278,57.19381840000278,57.19381840000278,57.19381840000278,59.5931794999924,59.5931794999924,59.5931794999924,59.5931794999924,63.471904499980155,63.471904499980155,63.471904499980155,63.471904499980155,66.01774219999788,66.01774219999788,66.01774219999788,66.01774219999788,69.12946349999402,68.99581549997674,6.0,4.314568899979349,6.0,6.679823500016937,6.0,10.534023599990178,3.0,13.060780900006648,1.0,16.02066300000297,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/4h.tiff,0,2,2,1,69.12946349999402,,,,,,,,,68.99608499999158,69.12946349999402,69.12946349999402,69.12946349999402,73.21527230000356,73.21527230000356,73.21527230000356,73.21527230000356,75.93426389998058,75.93426389998058,75.93426389998058,75.93426389998058,82.26579139998648,82.26579139998648,82.26579139998648,82.26579139998648,84.18507569999201,84.18507569999201,84.18507569999201,84.18507569999201,89.84629240000504,89.70915219999733,5.0,4.186608900025021,5.0,6.871824900008505,4.0,13.178943799983244,3.0,15.0786408999993,4.0,20.588263500016183,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/5h.tiff,0,3,3,4,89.84629240000504,,,,,,,,,89.70942030000151,89.84629240000504,89.84629240000504,89.84629240000504,105.72463579999749,105.72463579999749,105.72463579999749,105.72463579999749,109.24357979997876,109.24357979997876,109.24357979997876,109.24357979997876,152.0159421999997,152.0159421999997,152.0159421999997,152.0159421999997,153.28217199997744,153.28217199997744,153.28217199997744,153.28217199997744,155.06154279998736,154.92764129998977,5.0,15.978579899994656,4.0,19.46356289999676,5.0,62.21114379999926,3.0,63.45868930002325,3.0,65.0887738999736,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/4n.tiff,0,4,4,2,155.06154279998736,,,,,,,,,154.92791090000537,155.06154279998736,155.06154279998736,155.06154279998736,160.3065415000019,160.3065415000019,160.3065415000019,160.3065415000019,165.17160030000377,165.17160030000377,165.17160030000377,165.17160030000377,170.99631119999685,170.99631119999685,170.99631119999685,170.99631119999685,172.86233929998707,172.86233929998707,172.86233929998707,172.86233929998707,176.64568069999223,176.507649999985,4.0,5.3450361999857705,1.0,10.176336600008653,2.0,15.976331899990328,2.0,17.823491199989803,3.0,21.453427200001897,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/5n.tiff,0,5,5,5,176.64568069999223,,,,,,,,,176.50792939998792,176.64568069999223,176.64568069999223,176.64568069999223,185.04506679999758,185.04506679999758,185.04506679999758,185.04506679999758,186.6711748999951,186.6711748999951,186.6711748999951,186.6711748999951,188.40399069999694,188.40399069999694,188.40399069999694,188.40399069999694,194.4551031999872,194.4551031999872,194.4551031999872,194.4551031999872,197.62268279999262,197.48689959998592,4.0,8.500245500006713,2.0,10.092250500019873,3.0,11.800413799996022,1.0,17.83302379999077,4.0,20.85000959999161,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/10.tiff,0,6,6,6,197.62268279999262,,,,,,,,,197.48717809998197,197.62268279999262,197.62268279999262,197.62268279999262,225.17844779998995,225.17844779998995,225.17844779998995,225.17844779998995,229.71040989999892,229.71040989999892,229.71040989999892,229.71040989999892,233.229096199997,233.229096199997,233.229096199997,233.229096199997,236.94793659998686,236.94793659998686,236.94793659998686,236.94793659998686,238.52850399998715,238.39308639999945,3.0,27.655657600000268,3.0,32.15320149998297,4.0,35.647986500000115,2.0,39.34736819998943,2.0,40.778603300015675,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/5.tiff,0,7,7,3,238.52850399998715,,,,,,,,,238.39334710000549,238.52850399998715,238.52850399998715,238.52850399998715,252.1428862999892,252.1428862999892,252.1428862999892,252.1428862999892,260.28682849998586,260.28682849998586,260.28682849998586,260.28682849998586,273.10928849998163,273.10928849998163,273.10928849998163,273.10928849998163,275.48171029999503,275.48171029999503,275.48171029999503,275.48171029999503,278.70077949998085,278.56661619999795,2.0,13.716462000011234,2.0,21.82666049999534,2.0,34.62413360000937,2.0,36.977856800018344,2.0,40.047810199990636,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
images/10h.tiff,0,8,8,7,278.70077949998085,,,,,,,,,278.5668874999974,278.70077949998085,278.70077949998085,278.70077949998085,282.013060199999,282.013060199999,282.013060199999,282.013060199999,284.4521994999959,284.4521994999959,284.4521994999959,284.4521994999959,286.2117270999879,286.2117270999879,286.2117270999879,286.2117270999879,288.19776849998743,288.19776849998743,288.19776849998743,288.19776849998743,290.8071304000041,290.66904439998325,5.0,3.413131199980853,5.0,5.818572399992263,4.0,7.552741399995284,2.0,9.519830099976389,1.0,11.976575799984857,,,,,,001,2024-08-03_15h35.54.425,2nd_exp,2024.1.5,None,2024-08-03 15h36.14.311716 +0530,
